Date,Network,Station ID,Station Energy,Start Time,Finish Time,Duration,Energy (kWh),Total (USD),Miles,Avg. Cost (¢/mi),,,Energy / Trip,Mi / kWh / Trip,Month,,⏮,⏴,⏺,⏵,⏭
11-09-2024,Charge Point,CP13311951,6.6 kW AC,2024-11-09 7:16:29 AM EST,2024-11-09 4:21:17 PM EST,9:04:47,42.6589,$0.00,0.0,0.0,+,4,90.2,---,11,,26,40,57,71,83
11-11-2024,Charge Point,CP13311921,6.6 kW AC,2024-11-11 5:23:25 PM EST,2024-11-11 9:37:16 PM EST,4:13:52,19.8441,$0.00,0.0,0.0,+,5,110.1,---,11,,22,34,51,65,72
11-12-2024,Charge Point,CP13516401,6.6 kW AC,2024-11-12 6:43:54 PM EST,2024-11-12 10:14:18 PM EST,3:30:25,20.9882,$0.00,0.0,0.0,+,6,131.1,---,11,,22,33,49,61,70
11-13-2024,Charge Point,CP13311951,6.6 kW AC,2024-11-13 6:29:20 AM EST,2024-11-13 7:03:02 AM EST,0:33:42,3.1740,$0.00,0.0,0.0,+,7,134.3,---,11,,22,32,46,57,70
11-13-2024,Charge Point,CP13311951,6.6 kW AC,2024-11-13 5:58:41 PM EST,2024-11-13 10:03:32 PM EST,4:04:52,23.9162,$0.00,0.0,0.0,+,8,158.2,---,11,,22,32,46,57,70
11-14-2024,Charge Point,CP13516401,6.6 kW AC,2024-11-14 6:35:26 AM EST,2024-11-14 7:09:54 AM EST,0:34:28,3.3485,$0.00,0.0,0.0,+,9,161.5,---,11,,22,31,45,56,70
11-15-2024,Charge Point,CP13516401,6.6 kW AC,2024-11-15 1:40:09 PM EST,2024-11-15 10:13:05 PM EST,8:32:56,50.3132,$0.00,0.0,0.0,+,10,211.8,---,11,,20,31,44,56,70
11-17-2024,Charge Point,CP13516401,6.6 kW AC,2024-11-17 10:01:31 AM EST,2024-11-17 1:52:17 PM EST,3:50:45,14.8482,$0.00,730.6,0.0,-,11,226.7,3.22,11,,20,26,42,57,66
11-18-2024,Charge Point,CP13516401,6.6 kW AC,2024-11-18 6:43:13 AM EST,2024-11-18 7:18:13 AM EST,0:34:59,3.3341,$0.00,0.0,0.0,+,0,3.3,---,11,,20,27,44,60,66
11-18-2024,Charge Point,CP13516401,6.6 kW AC,2024-11-18 4:02:39 PM EST,2024-11-18 8:11:34 PM EST,4:08:56,21.5977,$0.00,0.0,0.0,+,1,24.9,---,11,,20,27,44,60,66
11-19-2024,Charge Point,CP13311951,6.6 kW AC,2024-11-19 6:42:31 PM EST,2024-11-19 10:06:35 PM EST,3:24:04,19.9505,$0.00,0.0,0.0,+,2,44.9,---,11,,20,29,46,63,66
11-20-2024,Charge Point,CP13516401,6.6 kW AC,2024-11-20 6:32:41 AM EST,2024-11-20 7:10:30 AM EST,0:37:51,3.6629,$0.00,0.0,0.0,+,3,48.5,---,11,,24,29,45,62,66
11-21-2024,Charge Point,CP13516401,6.6 kW AC,2024-11-21 5:41:42 AM EST,2024-11-21 6:50:37 AM EST,1:08:56,6.8029,$0.00,0.0,0.0,+,4,55.3,---,11,,24,31,45,59,66
11-22-2024,Charge Point,CP13311951,6.6 kW AC,2024-11-21 6:56:42 PM EST,2024-11-22 6:03:00 AM EST,11:06:17,57.8928,$0.00,361.6,0.0,-,5,113.2,3.19,11,,24,35,45,57,64
12-01-2024,Charge Point,CP13311951,6.6 kW AC,2024-12-01 12:47:18 PM EST,2024-12-01 5:21:15 PM EST,4:33:58,26.6700,$0.00,0.0,0.0,+,0,26.7,---,12,,22,27,36,46,52
12-02-2024,Charge Point,CP13516401,6.6 kW AC,2024-12-02 6:08:15 AM EST,2024-12-02 6:38:50 AM EST,0:30:35,2.8804,$0.00,0.0,0.0,+,1,29.6,---,12,,15,24,35,44,49
12-02-2024,Charge Point,CP13516401,6.6 kW AC,2024-12-02 5:57:27 PM EST,2024-12-02 8:15:53 PM EST,2:18:27,13.8121,$0.00,0.0,0.0,+,2,43.4,---,12,,15,24,35,44,49
12-03-2024,Charge Point,CP13516401,6.6 kW AC,2024-12-03 6:25:18 AM EST,2024-12-03 7:04:29 AM EST,0:39:11,3.8309,$0.00,0.0,0.0,+,3,47.2,---,12,,15,21,32,42,48
12-03-2024,Charge Point,CP13516401,6.6 kW AC,2024-12-03 4:56:11 PM EST,2024-12-03 9:56:12 PM EST,5:00:01,29.9393,$0.00,0.0,0.0,+,4,77.1,---,12,,15,21,32,42,48
12-04-2024,Charge Point,CP13311951,6.6 kW AC,2024-12-04 6:00:18 AM EST,2024-12-04 6:49:59 AM EST,0:49:41,4.6509,$0.00,0.0,0.0,+,5,81.8,---,12,,15,19,31,40,43
12-04-2024,Charge Point,CP13516401,6.6 kW AC,2024-12-04 5:56:29 PM EST,2024-12-04 9:55:08 PM EST,3:58:40,23.7973,$0.00,0.0,0.0,+,6,105.6,---,12,,15,19,31,40,43
12-05-2024,Charge Point,CP13516401,6.6 kW AC,2024-12-05 6:39:02 AM EST,2024-12-05 7:23:08 AM EST,0:44:07,4.3160,$0.00,0.0,0.0,+,7,109.9,---,12,,15,21,31,40,42
12-06-2024,Charge Point,CP13311951,6.6 kW AC,2024-12-05 8:51:43 PM EST,2024-12-06 6:33:08 AM EST,9:41:26,55.7977,$0.00,0.0,0.0,+,8,165.7,---,12,,15,22,31,39,42
12-08-2024,Charge Point,CP13516401,6.6 kW AC,2024-12-08 7:41:28 AM EST,2024-12-08 12:16:36 PM EST,4:35:08,17.3078,$0.00,494.3,0.0,-,9,183.0,2.70,12,,20,27,36,42,52
12-11-2024,Charge Point,CP13311951,6.6 kW AC,2024-12-10 6:41:41 PM EST,2024-12-11 6:08:00 AM EST,11:26:19,59.6375,$0.00,0.0,0.0,+,0,59.6,---,12,,24,31,41,51,65
12-12-2024,Charge Point,CP13311951,6.6 kW AC,2024-12-12 6:42:55 PM EST,2024-12-12 8:04:02 PM EST,1:21:07,7.9306,$0.00,0.0,0.0,+,1,67.6,---,12,,27,32,43,54,65
12-13-2024,Charge Point,CP13311951,6.6 kW AC,2024-12-13 7:32:44 AM EST,2024-12-13 4:56:32 PM EST,9:23:47,51.9890,$0.00,0.0,0.0,+,2,119.6,---,12,,23,30,40,51,65
12-14-2024,Charge Point,CP13516401,6.6 kW AC,2024-12-14 7:15:54 AM EST,2024-12-14 11:03:00 AM EST,3:47:06,16.4661,$0.00,354.4,0.0,-,3,136.0,2.61,12,,18,28,37,48,65
12-16-2024,Charge Point,CP13311951,6.6 kW AC,2024-12-16 6:28:55 AM EST,2024-12-16 6:59:44 AM EST,0:30:50,2.9335,$0.00,0.0,0.0,+,0,2.9,---,12,,14,23,32,43,58
12-16-2024,Charge Point,CP13516401,6.6 kW AC,2024-12-16 5:26:35 PM EST,2024-12-16 8:57:20 PM EST,3:30:46,21.1797,$0.00,0.0,0.0,+,1,24.1,---,12,,14,23,32,43,58
12-17-2024,Charge Point,CP13311951,6.6 kW AC,2024-12-17 6:51:19 PM EST,2024-12-17 9:49:04 PM EST,2:57:45,17.4599,$0.00,0.0,0.0,+,2,41.6,---,12,,14,25,35,44,62
12-19-2024,Charge Point,CP13311951,6.6 kW AC,2024-12-18 5:59:22 PM EST,2024-12-19 6:37:30 AM EST,12:38:09,55.4889,$0.00,282.5,0.0,-,3,97.1,2.91,12,,14,29,40,49,62
12-20-2024,Charge Point,CP13311951,6.6 kW AC,2024-12-20 5:26:50 AM EST,2024-12-20 6:07:06 AM EST,0:40:17,3.8484,$0.00,0.0,0.0,+,0,3.8,---,12,,28,32,41,49,62
12-22-2024,Charge Point,CP13311951,6.6 kW AC,2024-12-22 6:07:18 AM EST,2024-12-22 1:16:29 PM EST,7:09:12,41.8193,$0.00,0.0,0.0,+,1,45.7,---,12,,8,23,30,37,52
12-24-2024,Charge Point,CP13311951,6.6 kW AC,2024-12-24 7:30:47 AM EST,2024-12-24 2:21:05 PM EST,6:50:19,26.6952,$0.00,177.3,0.0,-,2,72.4,2.45,12,,6,15,23,30,36
12-29-2024,Charge Point,CP13311921,6.6 kW AC,2024-12-29 8:28:03 AM EST,2024-12-29 3:39:25 PM EST,7:11:23,22.5477,$0.00,0.0,0.0,+,0,22.5,---,12,,12,22,33,43,55
01-02-2025,Charge Point,CP13516401,6.6 kW AC,2025-01-02 6:47:51 AM EST,2025-01-02 7:15:36 AM EST,0:27:45,2.6694,$0.00,0.0,0.0,+,1,25.2,---,1,,30,38,46,53,60
01-03-2025,Charge Point,CP13311951,6.6 kW AC,2025-01-02 8:47:27 PM EST,2025-01-03 6:51:37 AM EST,10:04:11,57.5070,$0.00,205.9,0.0,-,2,82.7,2.49,1,,27,36,44,50,60
01-05-2025,Charge Point,CP13516401,6.6 kW AC,2025-01-05 8:38:25 AM EST,2025-01-05 5:33:58 PM EST,8:55:34,48.7668,$0.00,0.0,0.0,+,0,48.8,---,1,,24,31,36,41,50
01-06-2025,Charge Point,CP13516401,6.6 kW AC,2025-01-06 6:47:01 AM EST,2025-01-06 6:57:00 AM EST,0:10:00,0.9183,$0.00,0.0,0.0,+,1,49.7,---,1,,20,27,32,36,45
01-07-2025,Charge Point,CP13311951,6.6 kW AC,2025-01-06 8:59:22 PM EST,2025-01-07 6:52:31 AM EST,9:53:10,42.6991,$0.00,0.0,0.0,+,2,92.4,---,1,,16,23,28,33,40
01-08-2025,Charge Point,CP13516401,6.6 kW AC,2025-01-08 6:23:25 AM EST,2025-01-08 6:55:21 AM EST,0:31:58,3.1307,$0.00,0.0,0.0,+,3,95.5,---,1,,16,21,26,31,36
01-09-2025,Charge Point,CP13311951,6.6 kW AC,2025-01-08 6:03:14 PM EST,2025-01-09 6:45:45 AM EST,12:42:32,58.8361,$0.00,367.9,0.0,-,4,154.4,2.38,1,,16,20,25,30,36
01-11-2025,Charge Point,CP13516401,6.6 kW AC,2025-01-11 7:16:02 AM EST,2025-01-11 3:08:41 PM EST,7:52:40,46.8972,$0.00,0.0,0.0,+,0,46.9,---,1,,16,21,27,33,45
01-12-2025,Charge Point,CP13516401,6.6 kW AC,2025-01-12 1:10:11 PM EST,2025-01-12 5:11:13 PM EST,4:01:02,17.7725,$0.00,0.0,0.0,+,1,64.7,---,1,,18,21,28,35,45
01-13-2025,Charge Point,CP13311951,6.6 kW AC,2025-01-13 5:55:10 AM EST,2025-01-13 6:34:23 AM EST,0:39:13,3.6611,$0.00,0.0,0.0,+,2,68.3,---,1,,18,21,29,38,45
01-13-2025,Charge Point,CP13516401,6.6 kW AC,2025-01-13 5:54:12 PM EST,2025-01-13 8:13:19 PM EST,2:19:08,13.8167,$0.00,0.0,0.0,+,3,82.1,---,1,,18,21,29,38,45
01-14-2025,Charge Point,CP13311951,6.6 kW AC,2025-01-14 5:50:22 AM EST,2025-01-14 6:33:11 AM EST,0:42:49,4.0867,$0.00,0.0,0.0,+,4,86.2,---,1,,18,22,30,39,45
01-15-2025,Charge Point,CP13311951,6.6 kW AC,2025-01-14 8:48:38 PM EST,2025-01-15 6:25:45 AM EST,9:37:08,54.0848,$0.00,0.0,0.0,+,5,140.3,---,1,,18,21,29,36,42
01-15-2025,Charge Point,CP13516401,6.6 kW AC,2025-01-15 5:57:54 PM EST,2025-01-15 9:41:44 PM EST,3:43:50,22.4113,$0.00,0.0,0.0,+,6,162.7,---,1,,18,21,29,36,42
01-16-2025,Charge Point,CP13516401,6.6 kW AC,2025-01-16 6:29:28 AM EST,2025-01-16 7:02:20 AM EST,0:32:54,3.2062,$0.00,0.0,0.0,+,7,165.9,---,1,,10,18,28,37,42
01-18-2025,Charge Point,CP13311951,6.6 kW AC,2025-01-18 6:52:24 AM EST,2025-01-18 5:48:36 PM EST,10:56:13,55.2447,$0.00,502.5,0.0,-,8,221.2,2.27,1,,10,16,28,37,46
01-21-2025,Charge Point,CP13311921,6.6 kW AC,2025-01-21 6:11:04 AM EST,2025-01-21 6:54:01 AM EST,0:42:58,3.2154,$0.00,0.0,0.0,+,0,3.2,---,1,,1,13,27,37,47
01-22-2025,Charge Point,CP13311951,6.6 kW AC,2025-01-21 6:43:08 PM EST,2025-01-22 6:27:21 AM EST,11:44:14,56.0299,$0.00,0.0,0.0,+,1,59.2,---,1,,0,10,24,33,47
01-23-2025,Charge Point,CP13311951,6.6 kW AC,2025-01-22 8:18:54 PM EST,2025-01-23 6:42:04 AM EST,10:23:09,44.5722,$0.00,0.0,0.0,+,2,103.8,---,1,,0,9,21,31,47
01-25-2025,Charge Point,CP13516401,6.6 kW AC,2025-01-25 7:09:41 AM EST,2025-01-25 5:52:12 PM EST,10:42:32,63.9238,$0.00,0.0,0.0,+,3,167.7,---,1,,0,4,17,28,34
01-26-2025,Charge Point,CP13516401,6.6 kW AC,2025-01-26 12:19:18 PM EST,2025-01-26 5:51:34 PM EST,5:32:16,24.1111,$0.00,369.0,0.0,-,4,191.9,1.92,1,,0,7,21,32,42
01-27-2025,Charge Point,CP13516401,6.6 kW AC,2025-01-27 6:29:49 AM EST,2025-01-27 6:59:45 AM EST,0:29:57,2.8773,$0.00,0.0,0.0,+,0,2.9,---,1,,5,10,25,36,42
01-28-2025,Charge Point,CP13311921,6.6 kW AC,2025-01-27 7:03:04 PM EST,2025-01-28 6:45:10 AM EST,11:42:05,39.6799,$0.00,0.0,0.0,+,1,42.6,---,1,,5,14,28,38,42
01-29-2025,Charge Point,CP13516401,6.6 kW AC,2025-01-29 6:20:16 AM EST,2025-01-29 6:54:34 AM EST,0:34:19,3.3055,$0.00,0.0,0.0,+,2,45.9,---,1,,5,18,30,41,51
01-30-2025,Charge Point,CP13311951,6.6 kW AC,2025-01-29 6:02:05 PM EST,2025-01-30 6:47:31 AM EST,12:45:26,62.0181,$0.00,0.0,0.0,+,3,107.9,---,1,,14,20,31,41,51
02-01-2025,Charge Point,CP13311921,6.6 kW AC,2025-02-01 7:17:46 AM EST,2025-02-01 4:36:03 PM EST,9:18:16,43.5280,$0.00,0.0,0.0,+,4,151.4,---,2,,16,22,32,40,51
02-05-2025,Charge Point,CP13516401,6.6 kW AC,2025-02-04 6:50:23 PM EST,2025-02-05 6:58:02 AM EST,12:07:40,58.5364,$0.00,515.5,0.0,-,5,209.9,2.46,2,,9,18,30,38,46
02-05-2025,Charge Point,CP13516401,6.6 kW AC,2025-02-05 6:31:20 PM EST,2025-02-05 9:55:40 PM EST,3:24:21,20.4066,$0.00,0.0,0.0,+,0,20.4,---,2,,9,18,30,38,46
02-08-2025,Charge Point,CP13311951,6.6 kW AC,2025-02-08 10:19:35 AM EST,2025-02-08 7:44:12 PM EST,9:24:36,50.0513,$0.00,0.0,0.0,+,1,70.5,---,2,,12,19,31,38,45
02-10-2025,Charge Point,CP13311951,6.6 kW AC,2025-02-10 6:19:30 AM EST,2025-02-10 7:00:39 AM EST,0:41:09,3.8311,$0.00,0.0,0.0,+,2,74.3,---,2,,11,17,29,36,41
02-11-2025,Charge Point,CP13311951,6.6 kW AC,2025-02-10 8:49:18 PM EST,2025-02-11 6:42:24 AM EST,9:53:07,45.2896,$0.00,0.0,0.0,+,3,119.6,---,2,,6,16,28,36,41
02-12-2025,Blink,BAE800230,16.64 kW AC,2025-02-12 7:40:34 AM EST,2025-02-12 2:44:05 PM EST,5:18:55,50.4009,$10.57,403.8,2.6,-,4,170.0,2.38,2,,6,16,28,35,37
02-23-2025,Charge Point,CP13311921,6.6 kW AC,2025-02-23 7:44:56 AM EST,2025-02-23 8:15:09 PM EST,12:30:14,45.4592,$0.00,0.0,0.0,+,0,45.5,---,2,,11,20,28,36,43
02-24-2025,Charge Point,CP13516401,6.6 kW AC,2025-02-24 6:22:08 PM EST,2025-02-24 8:08:48 PM EST,1:46:41,10.5833,$0.00,0.0,0.0,+,1,56.0,---,2,,11,20,30,39,46
02-26-2025,Charge Point,CP13516401,6.6 kW AC,2025-02-25 9:26:45 PM EST,2025-02-26 6:35:54 AM EST,9:09:09,53.8656,$0.00,0.0,0.0,+,2,109.9,---,2,,19,26,38,48,57
02-28-2025,Charge Point,CP13516401,6.6 kW AC,2025-02-27 8:54:03 PM EST,2025-02-28 7:07:42 AM EST,10:13:40,55.4713,$0.00,497.1,0.0,-,3,165.4,3.01,2,,23,31,42,52,57
03-01-2025,Charge Point,CP13516401,6.6 kW AC,2025-03-01 3:54:36 PM EST,2025-03-01 8:34:53 PM EST,4:40:18,28.2020,$0.00,0.0,0.0,+,0,28.2,---,3,,26,31,43,53,57
03-04-2025,Charge Point,CP13516401,6.6 kW AC,2025-03-03 8:54:24 PM EST,2025-03-04 6:45:24 AM EST,9:51:00,48.4912,$0.00,0.0,0.0,+,1,76.7,---,3,,14,23,34,43,52
03-06-2025,Charge Point,CP13516401,6.6 kW AC,2025-03-05 5:56:56 PM EST,2025-03-06 6:56:41 AM EST,12:59:46,59.7299,$0.00,0.0,0.0,+,2,136.4,---,3,,14,27,39,47,59
03-09-2025,Charge Point,CP13516401,6.6 kW AC,2025-03-09 9:42:54 AM EDT,2025-03-09 5:51:18 PM EDT,8:08:25,48.8687,$0.00,0.0,0.0,+,3,185.3,---,3,,30,35,42,47,59
03-12-2025,Charge Point,CP13516401,6.6 kW AC,2025-03-11 11:20:43 PM EDT,2025-03-12 7:09:32 AM EDT,7:48:50,46.6740,$0.00,0.0,0.0,+,4,232.0,---,3,,26,30,41,51,65
03-13-2025,Charge Point,CP13516401,6.6 kW AC,2025-03-12 9:26:23 PM EDT,2025-03-13 6:49:08 AM EDT,9:22:46,42.1018,$0.00,788.9,0.0,-,5,274.1,2.88,3,,26,31,41,52,65
03-16-2025,Charge Point,CP13516401,6.6 kW AC,2025-03-16 11:52:58 AM EDT,2025-03-16 6:49:00 PM EDT,6:56:02,35.8084,$0.00,0.0,0.0,+,0,35.8,---,3,,36,38,47,58,72
03-19-2025,Charge Point,CP13311951,6.6 kW AC,2025-03-18 6:53:26 PM EDT,2025-03-19 7:13:31 AM EDT,12:20:05,52.3164,$0.00,0.0,0.0,+,1,88.1,---,3,,30,38,50,60,72
03-21-2025,Charge Point,CP13516401,6.6 kW AC,2025-03-20 8:50:21 PM EDT,2025-03-21 6:34:44 AM EDT,9:44:23,57.7529,$0.00,0.0,0.0,+,2,145.9,---,3,,30,38,47,55,62
03-23-2025,Charge Point,CP13516401,6.6 kW AC,2025-03-22 9:43:00 PM EDT,2025-03-23 7:43:50 AM EDT,10:00:50,44.0984,$0.00,592.3,0.0,-,3,190.0,3.12,3,,30,36,44,54,64
03-25-2025,Charge Point,CP13516401,6.6 kW AC,2025-03-25 6:20:23 AM EDT,2025-03-25 7:01:57 AM EDT,0:41:34,4.0867,$0.00,0.0,0.0,+,0,4.1,---,3,,29,34,43,52,64
03-26-2025,Charge Point,CP13516401,6.6 kW AC,2025-03-25 6:40:12 PM EDT,2025-03-26 6:41:40 AM EDT,12:01:29,57.5704,$0.00,0.0,0.0,+,1,61.7,---,3,,29,32,42,53,64
03-28-2025,Charge Point,CP13516401,6.6 kW AC,2025-03-27 9:11:26 PM EDT,2025-03-28 7:16:34 AM EDT,10:05:08,58.2813,$0.00,376.4,0.0,-,2,119.9,3.14,3,,29,31,43,54,62
04-01-2025,Charge Point,CP13516401,6.6 kW AC,2025-03-31 9:48:02 PM EDT,2025-04-01 6:33:43 AM EDT,8:45:41,47.8696,$0.00,0.0,0.0,+,0,47.9,---,4,,29,37,47,57,64
04-03-2025,Charge Point,CP13311951,6.6 kW AC,2025-04-02 6:07:11 PM EDT,2025-04-03 6:47:36 AM EDT,12:40:25,58.0058,$0.00,0.0,0.0,+,1,105.9,---,4,,32,37,48,56,67
04-07-2025,Charge Point,CP13516401,6.6 kW AC,2025-04-06 10:12:13 PM EDT,2025-04-07 6:40:23 AM EDT,8:28:11,48.7174,$0.00,503.8,0.0,-,2,154.6,3.26,4,,37,42,50,59,72
04-09-2025,Charge Point,CP13311951,6.6 kW AC,2025-04-08 6:32:05 PM EDT,2025-04-09 6:39:30 AM EDT,12:07:25,62.5148,$0.00,0.0,0.0,+,0,62.5,---,4,,29,36,42,50,55
04-11-2025,Charge Point,CP13516401,6.6 kW AC,2025-04-10 9:36:51 PM EDT,2025-04-11 6:44:33 AM EDT,9:07:42,54.7848,$0.00,0.0,0.0,+,1,117.3,---,4,,26,32,40,49,55
04-13-2025,Charge Point,CP13516401,6.6 kW AC,2025-04-13 11:53:19 AM EDT,2025-04-13 6:23:26 PM EDT,6:30:07,38.7978,$0.00,0.0,0.0,+,2,156.1,---,4,,26,33,40,48,55
04-16-2025,Charge Point,CP13516401,6.6 kW AC,2025-04-15 9:14:07 PM EDT,2025-04-16 6:58:22 AM EDT,9:44:16,58.4947,$0.00,0.0,0.0,+,3,214.6,---,4,,30,39,46,56,71
04-17-2025,Charge Point,CP13516401,6.6 kW AC,2025-04-17 6:19:50 AM EDT,2025-04-17 6:57:24 AM EDT,0:37:35,3.6897,$0.00,0.0,0.0,+,4,218.3,---,4,,30,39,48,60,71
04-18-2025,Charge Point,CP13516401,6.6 kW AC,2025-04-17 9:27:26 PM EDT,2025-04-18 7:35:45 AM EDT,10:08:19,58.3749,$0.00,850.2,0.0,-,5,276.7,3.07,4,,28,37,50,65,71
04-20-2025,Charge Point,CP13516401,6.6 kW AC,2025-04-20 6:01:56 PM EDT,2025-04-20 9:09:34 PM EDT,3:07:39,18.6491,$0.00,0.0,0.0,+,0,18.6,---,4,,28,43,56,68,85
04-22-2025,Charge Point,CP13516401,6.6 kW AC,2025-04-21 9:21:05 PM EDT,2025-04-22 6:48:23 AM EDT,9:27:18,45.9184,$0.00,0.0,0.0,+,1,64.6,---,4,,28,43,58,73,85
04-24-2025,Charge Point,CP13516401,6.6 kW AC,2025-04-23 9:56:57 PM EDT,2025-04-24 6:47:21 AM EDT,8:50:25,52.9568,$0.00,0.0,0.0,+,2,117.5,---,4,,32,44,57,73,77
04-29-2025,Charge Point,CP13516401,6.6 kW AC,2025-04-28 8:52:58 PM EDT,2025-04-29 6:58:50 AM EDT,10:05:52,57.8395,$0.00,544.6,0.0,-,3,175.4,3.11,4,,37,47,61,73,83
05-01-2025,Charge Point,CP13516401,6.6 kW AC,2025-04-30 9:33:21 PM EDT,2025-05-01 6:52:14 AM EDT,9:18:53,54.1299,$0.00,0.0,0.0,+,0,54.1,---,5,,37,44,60,73,81
05-06-2025,Charge Point,CP13516401,6.6 kW AC,2025-05-05 7:32:56 PM EDT,2025-05-06 6:29:56 AM EDT,10:57:00,57.9668,$0.00,408.0,0.0,-,1,112.1,3.64,5,,50,53,61,73,86
05-09-2025,Electrify America,200001-03,350 kW DC,2025-05-09 8:06:00 AM EDT,2025-05-09 8:19:00 AM EDT,0:13:00,25.0000,$0.00,0.0,0.0,+,0,25.0,---,5,,47,51,56,65,76
05-11-2025,Charge Point,CP13516401,6.6 kW AC,2025-05-11 8:06:47 AM EDT,2025-05-11 7:15:30 PM EDT,11:08:42,53.2379,$0.00,252.0,0.0,-,1,78.2,3.22,5,,45,49,57,70,76
05-14-2025,Electrify America,200001-03,350 kW DC,2025-05-14 8:13:00 AM EDT,2025-05-14 8:23:00 AM EDT,0:10:00,20.0420,$0.00,0.0,0.0,+,0,20.0,---,5,,37,45,59,73,77
05-15-2025,Charge Point,CP13311951,6.6 kW AC,2025-05-14 6:22:01 PM EDT,2025-05-15 6:42:05 AM EDT,12:20:04,55.0835,$0.00,270.2,0.0,-,1,75.1,3.60,5,,37,47,61,74,77
05-20-2025,Blink,BAE800222,16.64 kW AC,2025-05-20 8:09:00 AM EDT,2025-05-20 3:01:31 PM EDT,6:52:29,64.7416,$13.44,0.0,0.0,+,0,64.7,---,5,,50,58,63,71,80
05-22-2025,Charge Point,CP13311951,6.6 kW AC,2025-05-21 7:36:29 PM EDT,2025-05-22 6:35:59 AM EDT,10:59:30,41.8101,$0.00,381.7,3.5,-,1,106.6,3.58,5,,46,51,55,60,72
05-25-2025,Charge Point,CP13516401,6.6 kW AC,2025-05-25 11:58:16 AM EDT,2025-05-25 7:30:02 PM EDT,7:31:47,45.3065,$0.00,0.0,0.0,+,0,45.3,---,5,,46,48,52,57,62
05-29-2025,Charge Point,CP13516401,6.6 kW AC,2025-05-28 8:35:05 PM EDT,2025-05-29 6:31:05 AM EDT,9:56:00,55.2653,$0.00,330.3,0.0,-,1,100.6,3.28,5,,45,51,63,72,80
06-01-2025,Charge Point,CP13516401,6.6 kW AC,2025-06-01 9:03:19 AM EDT,2025-06-01 5:17:10 PM EDT,8:13:51,49.0874,$0.00,0.0,0.0,+,0,49.1,---,6,,48,54,63,72,79
06-05-2025,Charge Point,CP13516401,6.6 kW AC,2025-06-04 7:39:33 PM EDT,2025-06-05 6:41:48 AM EDT,11:02:15,66.0320,$0.00,0.0,0.0,+,1,115.1,---,6,,45,50,66,80,95
06-10-2025,Charge Point,CP13516401,6.6 kW AC,2025-06-09 8:54:47 PM EDT,2025-06-10 6:34:50 AM EDT,9:40:02,58.5970,$0.00,0.0,0.0,+,2,173.7,---,6,,55,59,65,72,84
06-12-2025,Charge Point,CP13516401,6.6 kW AC,2025-06-11 8:21:25 PM EDT,2025-06-12 6:42:28 AM EDT,10:21:02,60.2771,$0.00,0.0,0.0,+,3,234.0,---,6,,54,57,65,74,88
